,FROMSYMBOL,TOSYMBOL,MKTCAP,PRICE,VOLUME24HOURTO,SUPPLY,CHANGEPCT24HOUR
42,BTMX,USD,369969150.0,0.036996915,337447.97378904,10000000000.0,0.37313432835821203
43,ME,USD,340399125.0,0.0340399125,1599923.692959087,10000000000.0,0.0
44,XEM,USD,332353327.4630719,0.0369281475,330081.0279580859,8999999999.0,-0.18587360594794755
45,ZEC,USD,319022685.0,35.68,264145.0628720022,8941218.75,-0.8888888888888897
46,APM,USD,318208712.34375,0.1755634275,536442.3322642515,1812500000.0,-0.5453837164004602
47,MKR,USD,293345991.41329825,291.6429675,445477.1644514725,1005839.41360869,-2.032802032802029
48,EUM,USD,299063236.032,0.90025056,18733.493953152,332200000.0,-12.358505194603817
49,RSR,USD,275070000.0,0.0027507,29870.16254940091,100000000000.0,-4.761904761904756
50,PAX,USD,263161399.2012178,1.000088712562571,262048403.4895268,263138055.55,-0.29129715218136526
51,BTC,USD,126005657777.06999,6876.11,303774629.0433148,18325137.0,0.2092760593143101
52,XRP,USD,18608483432.763397,0.1861,37353528.65591857,99991850794.0,-1.1158342189160566
53,ETH,USD,17603739803.60072,159.28,68524526.90279582,110520716.999,1.5945911468299527
54,GAPS,USD,7422448000.0,3.711224,2874238.031245179,2000000000.0,-4.272801972062451
55,CRO,USD,5019560300.0,0.050195603,2328960.885197214,100000000000.0,0.4126547455295709
56,USDT,USD,4647009781.414,1.001,12450779.17608607,4642367414.0,-0.09980039920160796
57,BCH,USD,4094943337.9730496,222.79,46915102.26809795,18380283.3967999,-0.3845293986139117
58,PLF,USD,3814756000.0000005,0.3814756,2006665.368653531,10000000000.0,-1.521381578947358
59,CTAG,USD,3788400000.0,0.9471,214680.243888395,4000000000.0,-0.10547410610695082
60,BSV,USD,3488537366.1698613,189.81,1151288.0305723809,18379102.0819233,0.759103938847015
61,LINK,USD,3269000000.0,3.269,22115061.649274025,1000000000.0,-3.3697901271061155
62,ELAMA,USD,3282654914.0,0.3282654914,41114.17502218107,10000000000.0,0.16785564414603893
63,LTC,USD,2672727564.583465,41.25,9017854.36953415,64793395.5050537,-0.1935639970965359
64,EOS,USD,2520744971.988334,2.47,1804970.3290756908,1020544523.0722,1.022494887525577
65,BRC,USD,2490994617.48,4.294818306,90.19118442599999,580000000.0,-0.5572361088998624
66,BNB,USD,2423261988.54,15.58,36362860.5106215,155536713.0,3.6593479707252214
67,AION,USD,2100632881.1592512,0.0634664953,347286.3098481132,33098296530.0,-1.283422459893061
68,NYE,USD,2050148383.986843,5.511088,3357051.878008371,372004290.983349,4.848484848484848
69,FLC,USD,1911558580.0,1.91155858,112267.7278463942,1000000000.0,6.923076923076914
70,HT,USD,1873132800.0,3.7462656,11079234.94896228,500000000.0,-0.884955752212388
71,HEDG,USD,1675708007.0837855,1.675708007,86537.4044533841,1000000000.05,-0.4493464052287529
72,THX,USD,1597045308.6,7.604977659999999,2745264.829625867,210000000.0,0.0
73,XTZ,USD,1581264519.9113157,1.95,6088786.230279601,810904882.005803,0.41194644696189536
74,OKB,USD,1389080880.0,4.6302696,29621278.66828686,300000000.0,-1.189666893269873
75,XTP,USD,1042418276.0,0.1042418276,105393.7424203744,10000000000.0,-1.7498379779650044
76,XLM,USD,973757470.8663,0.04815,1309591.590934142,20223415802.0,-0.289915096293231
77,HYN,USD,956466901.0,0.0956466901,699231.679420429,10000000000.0,0.5057803468208156
78,XMR,USD,951502468.1276788,54.3,845089.705347466,17523065.7113753,1.9526849417949668
79,FTT,USD,909784776.5417578,2.62667402,579733.5224153892,346363793.0,1.4338821030270834
80,ADA,USD,857514241.075797,0.0330740891,2795584.461119142,25927070538.0,-0.6198347107437975
81,TRX,USD,833569415.9456519,0.012487552,16538588.53240274,66752027614.8321,-2.4996890933963374
82,USDC,USD,736731676.69,1.0,887433.160739409,736731676.69,0.0
83,NEO,USD,727431760.0000001,7.274317600000001,4232235.260610076,100000000.0,-1.8693596905887284
84,DASH,USD,686704083.1172134,72.75,688132.0672720165,9439231.38305448,-1.0069397196897467
85,LEO,USD,679373420.22,1.029353667,182613.7997200604,660000000.0,2.5342465753424746
86,ETC,USD,601045078.301199,5.259,940062.6188607767,114288853.071154,1.1346153846153877
87,ZB,USD,491676245.55,0.2341315455,14650786.55670625,2100000000.0,0.029377203290250523
88,BUX,USD,478099168.1727426,1.062358995,45314.38112863754,450035412.156267,-2.7078085642317236
89,MB,USD,485797171.5,0.0971594343,2971987.445540883,5000000000.0,9.875583203732512
90,ATOM,USD,452503665.74700004,2.373,594913.0085367776,190688439.0,4.675782973092207
91,MIOTA,USD,441686546.5646663,0.1589069021,1024331.655614925,2779530283.0,-0.6875805758487334
92,BTMX,USD,369934717.99999994,0.0369934718,337416.5684444768,10000000000.0,0.3731343283582002
93,ME,USD,340367445.0,0.0340367445,1599774.792509966,10000000000.0,0.0
94,XEM,USD,332322396.2630753,0.0369247107,330050.3082346856,8999999999.0,-0.18587360594794167
95,ZEC,USD,319022685.0,35.68,264145.0628720022,8941218.75,-0.8888888888888897
96,APM,USD,317929838.55625,0.1754095661,536058.8130960292,1812500000.0,-0.6232956758862496
97,MKR,USD,293318690.51759833,291.6158251,445435.7051305362,1005839.41360869,-2.0328020328020333
98,EUM,USD,299063236.032,0.90025056,18733.493953152,332200000.0,-12.358505194603817
99,RSR,USD,275044400.0,0.002750444,29867.38261643379,100000000000.0,-4.76190476190477
100,PAX,USD,263136907.50157943,0.9999956370870866,262024015.3733042,263138055.55,-0.29129715218128427
101,MIOTA,USD,441700035.9030827,0.1589117552,1024362.939240068,2779530283.0,-0.6875805758487362
102,BTMX,USD,369946016.00000006,0.0369946016,337426.8733231616,10000000000.0,0.3731343283582205
103,ME,USD,340377840.0,0.034037784,1599823.650469834,10000000000.0,0.0
104,XEM,USD,332332545.5630742,0.0369258384,330060.3881439263,8999999999.0,-0.18587360594796115
105,ZEC,USD,319012650.0,35.68,264145.0628720022,8940937.5,-0.8888888888888897
106,APM,USD,317939548.29999995,0.1754149232,536075.1846128824,1812500000.0,-0.6232956758862522
107,MKR,USD,293327648.62399983,291.6247312,445449.3089702183,1005839.41360869,-2.0328020328020333
108,EUM,USD,299063236.032,0.90025056,18733.493953152,332200000.0,-12.358505194603817
109,RSR,USD,275052800.0,0.002750528,29869.0839359271,100000000000.0,-4.761904761904759
110,PAX,USD,263144943.84052327,1.00002617747748,262032017.7239397,263138055.55,-0.2912971521813354
111,ONT,USD,247702198.232544,0.3886432,1678710.164572124,637351170.0,-1.334411645774355
112,BAT,USD,249094692.0,0.166063128,3029999.617284835,1500000000.0,4.364736387208302
113,DOGE,USD,239036177.46874622,0.0019253696,1174045.079960501,124150800692.369,0.0
114,FXC,USD,252140240.0,0.0025214024,96332.69161285037,100000000000.0,10.69930069930069
115,OGN,USD,222930294.4,0.2229302944,3429451.000469073,1000000000.0,-6.462781304096945
116,QNT,USD,225792682.247968,4.966078304,75803.27687086421,45467000.0,10.343773873185642
117,BTT,USD,204224370.68680483,0.0002062896,175223.989326716,989988689138.012,0.0
118,EMRX,USD,235238907.20000002,0.4704778144,80855.82799774135,500000000.0,6.9898358092259905
119,VET,USD,205915231.07996544,0.0037132128,1762551.601527562,55454734800.0,3.8461538461538445
120,CRE,USD,210209102.39999995,0.3503485039999999,10402732.69797799,600000000.0,-4.873039581777473
121,NMR,USD,195456649.3744338,17.78903984,96926.13824442423,10987476.0601151,2.3743569449940622
122,YAP,USD,186417035.2,0.1864170352,2735034.682304038,1000000000.0,0.5190952910641465
123,BOTX,USD,182216320.00000003,0.036443264,347933.753975808,5000000000.0,0.2190100744634413
124,ZRX,USD,170700000.0,0.1707,556734.3942956463,1000000000.0,2.0322773460848693
125,BTG,USD,170572650.9082055,9.91565344,1391083.302620156,17202361.088994,-0.06930006930006866
126,OXT,USD,173000000.0,0.173,2618400.5417,1000000000.0,9.286165508528105
127,MCO,USD,163969573.34956107,5.190933968,19449052.36279729,31587682.3632061,1.3288590604026893
128,LSK,USD,160438948.4648192,1.003255088,638809.3014786793,159918400.0,3.4018426647767686
129,KCS,USD,158702134.49948898,0.923489776,187450.4628704191,171850451.0,-0.2969561989606386
130,DX,USD,142555600.0,0.001425556,75936.42310030675,100000000000.0,2.991944764096651
131,TUSD,USD,137256915.43063745,0.9973700688791485,1088182.24956019,137618843.51,-1.8910457107075962
132,DCR,USD,137550808.46256408,12.10919952,121213.1957429162,11359199.1143081,0.456360524814614
133,QTUM,USD,133030655.99999999,1.33030656,4595847.557081562,100000000.0,-3.2213209733487966
134,THR,USD,171544560.0,1715.4456,3085400.45616,100000.0,0.09293680297398497
135,ZYN,USD,135742816.3581513,2.66113584,1124048.631896912,51009352.592144,4.3970865929322835
136,GT,USD,128208986.4,0.427363288,91825.82418991221,300000000.0,-1.692502372666857
137,THCH,USD,128333333.205,1.155,496322.26560000004,111111111.0,-1.4505119453924833
138,MATIC,USD,121023232.00000001,0.0121023232,1730104.972984996,10000000000.0,0.5714285714285747
139,ALGO,USD,114814783.051,0.179,530788.0880757943,641423369.0,1.762364980102326
140,SNT,USD,110430217.11896709,0.0162281152,944772.4150051586,6804870174.87817,1.287553648068666
